Year,Month,State,Consumption
2005,1,IA,34903.2
2005,2,IA,14463.8
2005,3,IA,18730.34
2005,4,IA,33797.82
2005,5,IA,22358.38
2005,6,IA,38800.3
2005,7,IA,31802.18
2005,8,IA,34186.07
2005,9,IA,23490.17
2005,10,IA,29919.59
2005,11,IA,28821.88
2005,12,IA,50207.89
2006,1,IA,48431.58
2006,2,IA,33953.09
2006,3,IA,28329.99
2006,4,IA,35226.52
2006,5,IA,30131.21
2006,6,IA,41537.57
2006,7,IA,69130.36
2006,8,IA,49786.39
2006,9,IA,31153.22
2006,10,IA,42726.59
2006,11,IA,33420.57
2006,12,IA,32411.8
2007,1,IA,49892.0
2007,2,IA,92278.0
2007,3,IA,45097.0
2007,4,IA,48724.0
2007,5,IA,50665.0
2007,6,IA,103275.0
2007,7,IA,65465.0
2007,8,IA,55611.0
2007,9,IA,40381.0
2007,10,IA,59847.0
2007,11,IA,45999.0
2007,12,IA,49770.0
2001,1,ID,1702.0
2001,2,ID,1946.0
2001,3,ID,1600.0
2001,4,ID,576.0
2001,5,ID,834.0
2001,6,ID,47.0
2001,7,ID,0.0
2001,8,ID,25.0
2001,9,ID,18.0
2001,10,ID,39.0
2001,11,ID,129.0
2001,12,ID,25.0
2002,1,ID,37.0
2002,2,ID,0.0
2002,3,ID,0.0
2002,4,ID,39.0
2002,5,ID,0.0
2002,6,ID,0.0
2002,7,ID,28.0
2002,8,ID,0.0
2002,9,ID,0.0
2002,10,ID,19.0
2002,11,ID,0.0
2002,12,ID,2.0
2003,1,ID,13.0
2003,2,ID,0.0
2003,3,ID,12.0
2003,4,ID,17.0
2003,5,ID,0.0
2003,6,ID,71.0
2003,7,ID,0.0
2003,8,ID,15.0
2003,9,ID,0.0
2003,10,ID,0.0
2003,11,ID,39.0
2003,12,ID,43.0
2004,1,ID,21.25
2004,2,ID,21.25
2004,3,ID,21.25
2004,4,ID,21.25
2004,5,ID,21.25
2004,6,ID,21.25
2004,7,ID,21.25
2004,8,ID,21.25
2004,9,ID,21.25
2004,10,ID,21.25
2004,11,ID,21.25
2004,12,ID,21.25
2005,1,ID,2.3
2005,2,ID,0.79
2005,3,ID,0.88
2005,4,ID,1.06
2005,5,ID,0.98
2005,6,ID,1.28
2005,7,ID,1.3
2005,8,ID,1.53
2005,9,ID,1.0
2005,10,ID,1.11
2005,11,ID,0.89
2005,12,ID,1.89
2006,1,ID,34.91
2006,2,ID,18.27
2006,3,ID,15.34
2006,4,ID,29.39
2006,5,ID,27.47
2006,6,ID,24.97
2006,7,ID,36.17
2006,8,ID,35.08
2006,9,ID,16.12
2006,10,ID,17.03
2006,11,ID,20.05
2006,12,ID,22.21
2007,1,ID,18.0
2007,2,ID,21.0
2007,3,ID,16.0
2007,4,ID,23.0
2007,5,ID,33.0
2007,6,ID,18.0
2007,7,ID,14.0
2007,8,ID,16.0
2007,9,ID,16.0
2007,10,ID,17.0
2007,11,ID,24.0
2007,12,ID,24.0
2001,1,IL,37968.0
2001,2,IL,169290.0
2001,3,IL,363428.0
2001,4,IL,570612.0
2001,5,IL,59424.0
2001,6,IL,498608.0
2001,7,IL,551090.0
2001,8,IL,441958.0
2001,9,IL,243769.0
2001,10,IL,18301.0
2001,11,IL,30751.0
2001,12,IL,38350.0
2002,1,IL,98218.0
2002,2,IL,15256.0
2002,3,IL,20647.0
2002,4,IL,30890.0
2002,5,IL,21001.0
2002,6,IL,22138.0
2002,7,IL,75343.0
2002,8,IL,39110.0
2002,9,IL,57685.0
2002,10,IL,32418.0
2002,11,IL,17881.0
2002,12,IL,22802.0
2003,1,IL,436508.0
2003,2,IL,490262.0
2003,3,IL,347399.0
2003,4,IL,144585.0
2003,5,IL,26360.0
2003,6,IL,105883.0
2003,7,IL,151512.0
2003,8,IL,356489.0
2003,9,IL,17764.0
2003,10,IL,18919.0
2003,11,IL,21187.0
2003,12,IL,114494.0
2004,1,IL,353824.91
2004,2,IL,307205.84
2004,3,IL,229264.68
2004,4,IL,147391.09
2004,5,IL,20893.26
2004,6,IL,128161.95
2004,7,IL,44143.05
2004,8,IL,66668.34
2004,9,IL,35916.93
2004,10,IL,52720.98
2004,11,IL,75770.92
2004,12,IL,84651.72
2005,1,IL,99263.3
2005,2,IL,69393.89
2005,3,IL,71092.94
2005,4,IL,68394.86
2005,5,IL,44430.91
2005,6,IL,56113.15
2005,7,IL,65156.79
2005,8,IL,71070.13
2005,9,IL,31841.42
2005,10,IL,32160.27
2005,11,IL,33329.48
2005,12,IL,47956.39
2006,1,IL,31305.43
2006,2,IL,55694.98
2006,3,IL,13738.02
2006,4,IL,14661.12
2006,5,IL,14249.91
2006,6,IL,17950.68
2006,7,IL,41533.43
2006,8,IL,33014.39
2006,9,IL,16958.02
2006,10,IL,15301.6
2006,11,IL,12915.03
2006,12,IL,20391.16
2007,1,IL,14795.0
2007,2,IL,29569.0
2007,3,IL,19340.0
2007,4,IL,20407.0
2007,5,IL,17632.0
2007,6,IL,17304.0
2007,7,IL,19025.0
2007,8,IL,24158.0
2007,9,IL,26347.0
2007,10,IL,29906.0
2007,11,IL,28647.0
2007,12,IL,26132.0
2001,1,IN,89786.0
2001,2,IN,69579.0
2001,3,IN,43297.0
2001,4,IN,59563.0
2001,5,IN,47016.0
2001,6,IN,67537.0
2001,7,IN,97341.0
2001,8,IN,177938.0
2001,9,IN,83398.0
2001,10,IN,57347.0
2001,11,IN,66576.0
2001,12,IN,66789.0
2002,1,IN,100172.0
2002,2,IN,49336.0
2002,3,IN,115508.0
2002,4,IN,121480.0
2002,5,IN,134128.0
2002,6,IN,125799.0
2002,7,IN,94784.0
2002,8,IN,88795.0
2002,9,IN,33902.0
2002,10,IN,119913.0
2002,11,IN,92242.0
2002,12,IN,35777.0
2003,1,IN,108878.0
2003,2,IN,68165.0
2003,3,IN,57385.0
2003,4,IN,65772.0
2003,5,IN,85963.0
2003,6,IN,51979.0
2003,7,IN,43661.0
2003,8,IN,109488.0
2003,9,IN,86933.0
2003,10,IN,103965.0
2003,11,IN,63482.0
2003,12,IN,29228.0
2004,1,IN,106183.95
2004,2,IN,89744.99
2004,3,IN,88736.47
2004,4,IN,88861.44
2004,5,IN,110378.58
2004,6,IN,84872.64
2004,7,IN,36932.43
2004,8,IN,59728.18
2004,9,IN,46483.38
2004,10,IN,25506.83
2004,11,IN,54103.94
2004,12,IN,23170.53
2005,1,IN,52523.25
2005,2,IN,28958.6
2005,3,IN,30815.31
2005,4,IN,116170.16
2005,5,IN,108055.09
2005,6,IN,19896.28
2005,7,IN,26979.31
2005,8,IN,27545.24
2005,9,IN,17992.74
2005,10,IN,19645.62
2005,11,IN,26643.69
2005,12,IN,31623.05
2006,1,IN,15729.08
2006,2,IN,27354.88
2006,3,IN,20600.78
2006,4,IN,14655.88
2006,5,IN,21600.32
2006,6,IN,23941.34
2006,7,IN,30124.46
2006,8,IN,22525.55
2006,9,IN,44600.61
2006,10,IN,25298.44
2006,11,IN,17575.1
2006,12,IN,19550.59
2007,1,IN,21103.0
2007,2,IN,20199.0
2007,3,IN,18972.0
2007,4,IN,19010.0
2007,5,IN,36562.0
2007,6,IN,21900.0
2007,7,IN,20697.0
2007,8,IN,32731.0
2007,9,IN,19016.0
2007,10,IN,28831.0
2007,11,IN,23708.0
2007,12,IN,31170.0
2001,1,KS,190099.0
2001,2,KS,144476.0
2001,3,KS,148401.0
2001,4,KS,144257.0
2001,5,KS,100768.0
2001,6,KS,115453.0
2001,7,KS,65684.0
2001,8,KS,124698.0
2001,9,KS,8241.0
2001,10,KS,32655.0
2001,11,KS,58281.0
2001,12,KS,38261.0
2002,1,KS,100457.0
2002,2,KS,120795.0
2002,3,KS,221782.0
2002,4,KS,65925.0
2002,5,KS,32907.0
2002,6,KS,5622.0
2002,7,KS,28451.0
2002,8,KS,106315.0
2002,9,KS,60851.0
2002,10,KS,54197.0
2002,11,KS,36400.0
2002,12,KS,89686.0
2003,1,KS,189496.0
2003,2,KS,146096.0
2003,3,KS,80515.0
2003,4,KS,99614.0
2003,5,KS,69505.0
2003,6,KS,136327.0
2003,7,KS,408143.0
2003,8,KS,312939.0
2003,9,KS,22371.0
2003,10,KS,25701.0
2003,11,KS,69847.0
2003,12,KS,115012.0
2004,1,KS,201918.93
2004,2,KS,262173.97
2004,3,KS,175155.46
2004,4,KS,40996.01
2004,5,KS,140343.39
2004,6,KS,128564.69
2004,7,KS,277453.45
2004,8,KS,177759.81
2004,9,KS,41967.85
2004,10,KS,31061.82
2004,11,KS,46252.18
2004,12,KS,91244.71
2005,1,KS,183745.06
2005,2,KS,70418.54
2005,3,KS,89617.39
2005,4,KS,97608.59
2005,5,KS,183640.01
2005,6,KS,133293.44
2005,7,KS,184880.26
2005,8,KS,260081.67
2005,9,KS,235816.06
2005,10,KS,105397.62
2005,11,KS,34281.38
2005,12,KS,278652.34
2006,1,KS,2884.42
2006,2,KS,5668.1
2006,3,KS,13264.6
2006,4,KS,7295.31
2006,5,KS,21554.78
2006,6,KS,10274.36
2006,7,KS,12546.91
2006,8,KS,10239.89
2006,9,KS,11010.07
2006,10,KS,7695.48
2006,11,KS,12830.74
2006,12,KS,7064.63
2007,1,KS,40249.0
2007,2,KS,37724.0
2007,3,KS,36839.0
2007,4,KS,39183.0
2007,5,KS,38316.0
2007,6,KS,38154.0
2007,7,KS,42437.0
2007,8,KS,47850.0
2007,9,KS,29684.0
2007,10,KS,35427.0
2007,11,KS,41131.0
2007,12,KS,43117.0
2001,1,KY,19170.0
2001,2,KY,13819.0
2001,3,KY,15373.0
2001,4,KY,30076.0
2001,5,KY,16491.0
2001,6,KY,19534.0
2001,7,KY,18214.0
2001,8,KY,17241.0
2001,9,KY,15278.0
2001,10,KY,11798.0
2001,11,KY,22504.0
2001,12,KY,25911.0
2002,1,KY,468537.0
2002,2,KY,716451.0
2002,3,KY,760521.0
2002,4,KY,783630.0
2002,5,KY,566284.0
2002,6,KY,708263.0
2002,7,KY,555307.0
2002,8,KY,742682.0
2002,9,KY,653086.0
2002,10,KY,461707.0
2002,11,KY,366802.0
2002,12,KY,465764.0
2003,1,KY,48835.0
2003,2,KY,53068.0
2003,3,KY,47414.0
2003,4,KY,675026.0
2003,5,KY,468233.0
2003,6,KY,602131.0
2003,7,KY,687778.0
2003,8,KY,682775.0
2003,9,KY,659630.0
2003,10,KY,475811.0
2003,11,KY,900649.0
2003,12,KY,760758.0
2004,1,KY,826856.01
2004,2,KY,668752.22
2004,3,KY,690883.82
2004,4,KY,912033.0
2004,5,KY,629269.02
2004,6,KY,407722.33
2004,7,KY,442637.64
2004,8,KY,516285.11
2004,9,KY,461992.74
2004,10,KY,748958.3
2004,11,KY,392203.26
2004,12,KY,653015.51
2005,1,KY,745257.49
2005,2,KY,612111.81
2005,3,KY,634077.71
2005,4,KY,532074.96
2005,5,KY,619259.05
2005,6,KY,604962.25
2005,7,KY,630047.29
2005,8,KY,580582.34
2005,9,KY,604596.26
2005,10,KY,733077.05
2005,11,KY,522421.77
2005,12,KY,557429.03
2006,1,KY,571791.86
2006,2,KY,526121.86
2006,3,KY,483326.16
2006,4,KY,530404.53
2006,5,KY,516567.38
2006,6,KY,550608.71
2006,7,KY,545259.99
2006,8,KY,558033.71
2006,9,KY,501266.81
2006,10,KY,659412.28
2006,11,KY,670319.13
2006,12,KY,641979.59
2007,1,KY,576763.0
2007,2,KY,385125.0
2007,3,KY,413096.0
2007,4,KY,374379.0
2007,5,KY,380689.0
2007,6,KY,536468.0
2007,7,KY,504419.0
2007,8,KY,443363.0
2007,9,KY,407358.0
2007,10,KY,467536.0
2007,11,KY,479844.0
2007,12,KY,596539.0
2001,1,LA,1344421.0
2001,2,LA,736453.0
2001,3,LA,654901.0
2001,4,LA,651172.0
2001,5,LA,338341.0
2001,6,LA,516049.0
2001,7,LA,319566.0
2001,8,LA,357227.0
2001,9,LA,224232.0
2001,10,LA,333628.0
2001,11,LA,469662.0
2001,12,LA,375169.0
2002,1,LA,277928.0
2002,2,LA,227262.0
2002,3,LA,321483.0
2002,4,LA,263256.0
2002,5,LA,298331.0
2002,6,LA,268234.0
2002,7,LA,312630.0
2002,8,LA,292515.0
2002,9,LA,202612.0
2002,10,LA,298683.0
2002,11,LA,323557.0
2002,12,LA,245095.0
2003,1,LA,338675.0
2003,2,LA,334528.0
2003,3,LA,633001.0
2003,4,LA,420061.0
2003,5,LA,528232.0
2003,6,LA,602308.0
2003,7,LA,512101.0
2003,8,LA,341511.0
2003,9,LA,309440.0
2003,10,LA,478662.0
2003,11,LA,376674.0
2003,12,LA,438085.0
2004,1,LA,458347.2
2004,2,LA,333492.74
2004,3,LA,465834.74
2004,4,LA,478612.9
2004,5,LA,799120.63
2004,6,LA,618506.09
2004,7,LA,828254.97
2004,8,LA,628630.86
2004,9,LA,651922.73
2004,10,LA,466803.16
2004,11,LA,427859.28
2004,12,LA,762716.77
2005,1,LA,414074.94
2005,2,LA,441207.64
2005,3,LA,562268.79
2005,4,LA,457747.15
2005,5,LA,454871.63
2005,6,LA,726049.1
2005,7,LA,526255.73
2005,8,LA,634836.53
2005,9,LA,463204.69
2005,10,LA,593311.59
2005,11,LA,596873.86
2005,12,LA,922189.25
2006,1,LA,309900.04
2006,2,LA,327326.76
2006,3,LA,273526.29
2006,4,LA,277257.67
2006,5,LA,329112.6
2006,6,LA,373971.38
2006,7,LA,341192.24
2006,8,LA,408481.93
2006,9,LA,325525.43
2006,10,LA,340258.62
2006,11,LA,285497.08
2006,12,LA,390145.24
2007,1,LA,342751.0
2007,2,LA,414476.0
2007,3,LA,344999.0
2007,4,LA,316623.0
2007,5,LA,319832.0
2007,6,LA,385312.0
2007,7,LA,408849.0
2007,8,LA,565413.0
2007,9,LA,393868.0
2007,10,LA,413787.0
2007,11,LA,361896.0
2007,12,LA,368446.0
2001,1,MA,2151631.0
2001,2,MA,1561905.0
2001,3,MA,1547366.0
2001,4,MA,625797.0
2001,5,MA,1035156.0
2001,6,MA,1137784.0
2001,7,MA,1018036.0
2001,8,MA,1404887.0
2001,9,MA,783446.0
2001,10,MA,583671.0
2001,11,MA,1100518.0
2001,12,MA,1078453.0
2002,1,MA,828308.0
2002,2,MA,1054352.0
2002,3,MA,1062420.0
2002,4,MA,643907.0
2002,5,MA,780375.0
2002,6,MA,653732.0
2002,7,MA,972938.0
2002,8,MA,953242.0
2002,9,MA,937921.0
2002,10,MA,1104076.0
2002,11,MA,828167.0
2002,12,MA,1345067.0
2003,1,MA,1748152.0
2003,2,MA,1639907.0
2003,3,MA,1253350.0
2003,4,MA,1043892.0
2003,5,MA,478793.0
2003,6,MA,969431.0
2003,7,MA,930151.0
2003,8,MA,958318.0
2003,9,MA,489069.0
2003,10,MA,770307.0
2003,11,MA,952218.0
2003,12,MA,1420258.0
2004,1,MA,2359000.71
2004,2,MA,1387456.96
2004,3,MA,1389652.65
2004,4,MA,553199.09
2004,5,MA,693024.04
2004,6,MA,684883.88
2004,7,MA,994068.29
2004,8,MA,812263.92
2004,9,MA,578698.71
2004,10,MA,427215.71
2004,11,MA,801596.96
2004,12,MA,1176322.27
2005,1,MA,1570406.3
2005,2,MA,774113.48
2005,3,MA,942602.45
2005,4,MA,466526.62
2005,5,MA,290835.93
2005,6,MA,598648.8
2005,7,MA,824935.14
2005,8,MA,1015939.03
2005,9,MA,986135.97
2005,10,MA,1232462.66
2005,11,MA,674489.22
2005,12,MA,1711215.97
2006,1,MA,527441.68
2006,2,MA,318464.49
2006,3,MA,220980.83
2006,4,MA,271411.49
2006,5,MA,256668.59
2006,6,MA,368439.78
2006,7,MA,497529.63
2006,8,MA,388031.18
2006,9,MA,315820.55
2006,10,MA,336854.89
2006,11,MA,339702.63
2006,12,MA,373750.48
2007,1,MA,762550.0
2007,2,MA,944520.0
2007,3,MA,517279.0
2007,4,MA,303617.0
2007,5,MA,275662.0
2007,6,MA,399156.0
2007,7,MA,340172.0
2007,8,MA,398842.0
2007,9,MA,304025.0
2007,10,MA,247384.0
2007,11,MA,259808.0
2007,12,MA,455441.0
2001,1,MD,681862.0
2001,2,MD,459390.0
2001,3,MD,751769.0
2001,4,MD,510420.0
2001,5,MD,418461.0
2001,6,MD,529598.0
2001,7,MD,439250.0
2001,8,MD,908660.0
2001,9,MD,204060.0
2001,10,MD,271040.0
2001,11,MD,171630.0
2001,12,MD,168820.0
2002,1,MD,173503.0
2002,2,MD,171429.0
2002,3,MD,367300.0
2002,4,MD,268463.0
2002,5,MD,198525.0
2002,6,MD,471815.0
2002,7,MD,728905.0
2002,8,MD,469865.0
2002,9,MD,138290.0
2002,10,MD,331385.0
2002,11,MD,215033.0
2002,12,MD,573591.0
2003,1,MD,1181757.0
2003,2,MD,869890.0
2003,3,MD,661258.0
2003,4,MD,593589.0
2003,5,MD,119905.0
2003,6,MD,383776.0
2003,7,MD,618406.0
2003,8,MD,887108.0
2003,9,MD,243549.0
2003,10,MD,78425.0
2003,11,MD,183678.0
2003,12,MD,342911.0
2004,1,MD,1067207.28
2004,2,MD,370131.0
2004,3,MD,413194.5
2004,4,MD,550305.79
2004,5,MD,894682.69
2004,6,MD,531344.08
2004,7,MD,401070.13
2004,8,MD,819965.79
2004,9,MD,188454.97
2004,10,MD,32074.89
2004,11,MD,42458.71
2004,12,MD,361929.42
2005,1,MD,788345.93
2005,2,MD,179634.94
2005,3,MD,218755.78
2005,4,MD,37330.63
2005,5,MD,76492.55
2005,6,MD,867281.78
2005,7,MD,1029719.82
2005,8,MD,869740.68
2005,9,MD,689170.5
2005,10,MD,555941.48
2005,11,MD,256341.2
2005,12,MD,1006181.45
2006,1,MD,127401.93
2006,2,MD,92896.85
2006,3,MD,21691.3
2006,4,MD,28014.79
2006,5,MD,47681.28
2006,6,MD,98111.52
2006,7,MD,231420.04
2006,8,MD,264152.13
2006,9,MD,17703.9
2006,10,MD,16501.14
2006,11,MD,40051.12
2006,12,MD,64596.03
2007,1,MD,107089.0
2007,2,MD,603551.0
2007,3,MD,158083.0
2007,4,MD,70268.0
2007,5,MD,51131.0
2007,6,MD,161224.0
2007,7,MD,81690.0
2007,8,MD,251982.0
2007,9,MD,108457.0
2007,10,MD,60824.0
2007,11,MD,34165.0
2007,12,MD,102282.0
2001,1,ME,733860.0
2001,2,ME,499610.0
2001,3,ME,239880.0
2001,4,ME,203900.0
2001,5,ME,237550.0
2001,6,ME,208680.0
2001,7,ME,200020.0
2001,8,ME,507150.0
2001,9,ME,234710.0
2001,10,ME,236020.0
2001,11,ME,202400.0
2001,12,ME,147190.0
2002,1,ME,85157.0
2002,2,ME,117043.0
2002,3,ME,160885.0
2002,4,ME,133359.0
2002,5,ME,140393.0
2002,6,ME,103295.0
2002,7,ME,243780.0
2002,8,ME,244713.0
2002,9,ME,155296.0
2002,10,ME,141810.0
2002,11,ME,155843.0
2002,12,ME,306886.0
2003,1,ME,576138.0
2003,2,ME,533151.0
2003,3,ME,306305.0
2003,4,ME,263599.0
2003,5,ME,140958.0
2003,6,ME,194587.0
2003,7,ME,204665.0
2003,8,ME,129924.0
2003,9,ME,100855.0
2003,10,ME,201921.0
2003,11,ME,96301.0
2003,12,ME,417031.0
2004,1,ME,727496.96
2004,2,ME,264229.75
2004,3,ME,89893.37
2004,4,ME,57926.68
2004,5,ME,131215.02
2004,6,ME,65879.63
2004,7,ME,60084.67
2004,8,ME,127878.7
2004,9,ME,48693.48
2004,10,ME,39471.37
2004,11,ME,65163.87
2004,12,ME,204424.32
2005,1,ME,393101.2
2005,2,ME,108479.25
2005,3,ME,101039.78
2005,4,ME,91818.56
2005,5,ME,52902.22
2005,6,ME,74276.43
2005,7,ME,151683.19
2005,8,ME,193474.1
2005,9,ME,197509.48
2005,10,ME,155349.62
2005,11,ME,145559.19
2005,12,ME,536855.4
2006,1,ME,49097.55
2006,2,ME,83132.69
2006,3,ME,48806.66
2006,4,ME,35997.62
2006,5,ME,55006.41
2006,6,ME,44467.55
2006,7,ME,48525.54
2006,8,ME,91757.65
2006,9,ME,42825.02
2006,10,ME,38616.77
2006,11,ME,42788.76
2006,12,ME,53771.32
2007,1,ME,163076.0
2007,2,ME,314175.0
2007,3,ME,127023.0
2007,4,ME,47702.0
2007,5,ME,91760.0
2007,6,ME,27324.0
2007,7,ME,19444.0
2007,8,ME,41024.0
2007,9,ME,35896.0
2007,10,ME,30041.0
2007,11,ME,32918.0
2007,12,ME,171596.0
2001,1,MI,135194.0
2001,2,MI,27129.0
2001,3,MI,93121.0
2001,4,MI,48275.0
2001,5,MI,91796.0
2001,6,MI,268588.0
2001,7,MI,289275.0
2001,8,MI,255035.0
2001,9,MI,87747.0
2001,10,MI,84629.0
2001,11,MI,62375.0
2001,12,MI,77846.0
2002,1,MI,117413.0
2002,2,MI,161928.0
2002,3,MI,144093.0
2002,4,MI,188800.0
2002,5,MI,122476.0
2002,6,MI,244143.0
2002,7,MI,410130.0
2002,8,MI,255166.0
2002,9,MI,151518.0
2002,10,MI,121022.0
2002,11,MI,56774.0
2002,12,MI,181882.0
2003,1,MI,237134.0
2003,2,MI,256584.0
2003,3,MI,151786.0
2003,4,MI,102614.0
2003,5,MI,99799.0
2003,6,MI,170331.0
2003,7,MI,177865.0
2003,8,MI,434935.0
2003,9,MI,86465.0
2003,10,MI,101148.0
2003,11,MI,83150.0
2003,12,MI,137141.0
2004,1,MI,256884.67
2004,2,MI,226816.4
2004,3,MI,69985.98
2004,4,MI,96810.06
2004,5,MI,124106.31
2004,6,MI,211709.27
2004,7,MI,260555.87
2004,8,MI,121458.93
2004,9,MI,61012.24
2004,10,MI,27220.5
2004,11,MI,45228.23
2004,12,MI,199534.83
2005,1,MI,228763.53
2005,2,MI,51691.25
2005,3,MI,46046.29
2005,4,MI,64191.16
2005,5,MI,74561.64
2005,6,MI,299399.98
2005,7,MI,201899.6
2005,8,MI,253365.65
2005,9,MI,128031.67
2005,10,MI,111265.21
2005,11,MI,55352.63
2005,12,MI,167444.89
2006,1,MI,78798.15
2006,2,MI,45112.19
2006,3,MI,53923.16
2006,4,MI,53771.02
2006,5,MI,94881.06
2006,6,MI,58622.18
2006,7,MI,139811.71
2006,8,MI,107235.25
2006,9,MI,41458.58
2006,10,MI,45408.47
2006,11,MI,54506.19
2006,12,MI,58622.86
2007,1,MI,57546.0
2007,2,MI,180490.0
2007,3,MI,86836.0
2007,4,MI,62491.0
2007,5,MI,109483.0
2007,6,MI,95521.0
2007,7,MI,108898.0
2007,8,MI,202843.0
2007,9,MI,105870.0
2007,10,MI,129319.0
2007,11,MI,54615.0
2007,12,MI,66795.0
2001,1,MN,141354.0
2001,2,MN,138578.0
2001,3,MN,149990.0
2001,4,MN,62815.0
2001,5,MN,65193.0
2001,6,MN,119272.0
2001,7,MN,91265.0
2001,8,MN,97391.0
2001,9,MN,94896.0
2001,10,MN,91876.0
2001,11,MN,108704.0
2001,12,MN,100136.0
2002,1,MN,90304.0
2002,2,MN,85695.0
2002,3,MN,104902.0
2002,4,MN,60366.0
2002,5,MN,79300.0
2002,6,MN,87300.0
2002,7,MN,122408.0
2002,8,MN,110890.0
2002,9,MN,107634.0
2002,10,MN,108939.0
2002,11,MN,101108.0
2002,12,MN,118524.0
2003,1,MN,123311.0
2003,2,MN,143027.0
2003,3,MN,136278.0
2003,4,MN,64328.0
2003,5,MN,150329.0
2003,6,MN,109904.0
2003,7,MN,120651.0
2003,8,MN,144429.0
2003,9,MN,126411.0
2003,10,MN,150255.0
2003,11,MN,137911.0
2003,12,MN,163910.0
2004,1,MN,156155.03
2004,2,MN,96978.6
2004,3,MN,134797.82
2004,4,MN,45507.38
2004,5,MN,67607.12
2004,6,MN,165900.89
2004,7,MN,137191.27
2004,8,MN,149871.23
2004,9,MN,101660.54
2004,10,MN,131427.27
2004,11,MN,132565.81
2004,12,MN,97611.85
2005,1,MN,160795.48
2005,2,MN,101113.5
2005,3,MN,127798.5
2005,4,MN,79112.22
2005,5,MN,93227.65
2005,6,MN,150326.87
2005,7,MN,128347.36
2005,8,MN,150326.64
2005,9,MN,66605.57
2005,10,MN,46100.79
2005,11,MN,136968.68
2005,12,MN,196678.24
2006,1,MN,109040.13
2006,2,MN,120079.7
2006,3,MN,52186.56
2006,4,MN,87970.64
2006,5,MN,103847.3
2006,6,MN,101647.51
2006,7,MN,132992.07
2006,8,MN,71270.45
2006,9,MN,29074.79
2006,10,MN,31475.5
2006,11,MN,43861.84
2006,12,MN,53232.96
2007,1,MN,120093.0
2007,2,MN,200403.0
2007,3,MN,55402.0
2007,4,MN,59348.0
2007,5,MN,59525.0
2007,6,MN,58879.0
2007,7,MN,45119.0
2007,8,MN,34738.0
2007,9,MN,29286.0
2007,10,MN,32547.0
2007,11,MN,59163.0
2007,12,MN,56587.0
2001,1,MO,131664.0
2001,2,MO,94325.0
2001,3,MO,72550.0
2001,4,MO,16280.0
2001,5,MO,106376.0
2001,6,MO,145137.0
2001,7,MO,166674.0
2001,8,MO,148107.0
2001,9,MO,119186.0
2001,10,MO,104202.0
2001,11,MO,55712.0
2001,12,MO,73065.0
2002,1,MO,91307.0
2002,2,MO,113778.0
2002,3,MO,120881.0
2002,4,MO,85125.0
2002,5,MO,90667.0
2002,6,MO,15222.0
2002,7,MO,133782.0
2002,8,MO,144126.0
2002,9,MO,86201.0
2002,10,MO,82421.0
2002,11,MO,15415.0
2002,12,MO,9663.0
2003,1,MO,32848.0
2003,2,MO,54751.0
2003,3,MO,23773.0
2003,4,MO,17123.0
2003,5,MO,17068.0
2003,6,MO,30040.0
2003,7,MO,63346.0
2003,8,MO,33300.0
2003,9,MO,12897.0
2003,10,MO,14009.0
2003,11,MO,16044.0
2003,12,MO,15591.0
2004,1,MO,44017.67
2004,2,MO,8428.66
2004,3,MO,12893.31
2004,4,MO,12474.52
2004,5,MO,10214.73
2004,6,MO,6124.08
2004,7,MO,14701.23
2004,8,MO,45376.7
2004,9,MO,34719.54
2004,10,MO,110926.91
2004,11,MO,43723.73
2004,12,MO,32175.29
2005,1,MO,22431.81
2005,2,MO,10559.25
2005,3,MO,12050.15
2005,4,MO,55873.22
2005,5,MO,9788.63
2005,6,MO,78986.38
2005,7,MO,30028.51
2005,8,MO,56631.75
2005,9,MO,10244.68
2005,10,MO,12227.5
2005,11,MO,9287.07
2005,12,MO,47723.96
2006,1,MO,8220.68
2006,2,MO,9734.58
2006,3,MO,13705.18
2006,4,MO,13054.57
2006,5,MO,11361.45
2006,6,MO,10199.61
2006,7,MO,14197.39
2006,8,MO,12877.87
2006,9,MO,7685.11
2006,10,MO,8505.99
2006,11,MO,12624.03
2006,12,MO,16919.02
2007,1,MO,12579.0
2007,2,MO,22800.0
2007,3,MO,9531.0
2007,4,MO,9561.0
2007,5,MO,19440.0
2007,6,MO,6009.0
2007,7,MO,6937.0
2007,8,MO,4294.0
2007,9,MO,9031.0
2007,10,MO,10976.0
2007,11,MO,11172.0
2007,12,MO,17385.0
2001,1,MS,1243507.0
2001,2,MS,1075747.0
2001,3,MS,729810.0
2001,4,MS,756958.0
2001,5,MS,1209560.0
2001,6,MS,970016.0
2001,7,MS,1085881.0
2001,8,MS,961855.0
2001,9,MS,404167.0
2001,10,MS,5740.0
2001,11,MS,3712.0
2001,12,MS,5351.0
2002,1,MS,2276.0
2002,2,MS,2646.0
2002,3,MS,3011.0
2002,4,MS,16940.0
2002,5,MS,6015.0
2002,6,MS,2627.0
2002,7,MS,1873.0
2002,8,MS,1655.0
2002,9,MS,7232.0
2002,10,MS,13625.0
2002,11,MS,7412.0
2002,12,MS,2712.0
2003,1,MS,13034.0
2003,2,MS,74344.0
2003,3,MS,264774.0
2003,4,MS,11875.0
2003,5,MS,26713.0
2003,6,MS,316207.0
2003,7,MS,420373.0
2003,8,MS,468820.0
2003,9,MS,210271.0
2003,10,MS,300459.0
2003,11,MS,252943.0
