Year,Month,State,TAVG,Population,Consumption
2005,11,Missouri,47.123999999999995,5790300,68575737.0
2005,12,Missouri,30.531999999999996,5790300,78018885.0
2006,1,Missouri,40.668,5842704,77314656.0
2006,2,Missouri,33.58,5842704,72486257.0
2006,3,Missouri,45.832,5842704,69505045.0
2006,4,Missouri,60.468,5842704,64698666.0
2006,5,Missouri,64.816,5842704,72527637.0
2006,6,Missouri,73.76,5842704,76173696.0
2006,7,Missouri,79.248,5842704,83676928.0
2006,8,Missouri,79.04,5842704,89572411.0
2006,9,Missouri,65.436,5842704,75059055.0
2006,10,Missouri,54.464,5842704,73104328.0
2006,11,Missouri,46.856,5842704,65922339.0
2006,12,Missouri,38.348,5842704,78662433.0
2007,1,Missouri,31.336,5887612,78269924.0
2007,2,Missouri,28.904,5887612,67358695.0
2007,3,Missouri,52.964,5887612,67832819.0
2007,4,Missouri,52.532,5887612,67024930.0
2007,5,Missouri,68.62,5887612,65366613.0
2007,6,Missouri,73.736,5887612,76786813.0
2007,7,Missouri,76.264,5887612,84167818.0
2007,8,Missouri,81.532,5887612,93362707.0
2007,9,Missouri,70.56,5887612,69339237.0
2007,10,Missouri,60.224,5887612,66904286.0
2007,11,Missouri,45.32,5887612,68708539.0
2007,12,Missouri,33.224000000000004,5887612,74071570.0
2001,1,Montana,25.796,906961,19184652.0
2001,2,Montana,17.812,906961,18018479.0
2001,3,Montana,35.664,906961,17297199.0
2001,4,Montana,43.568000000000005,906961,13009094.0
2001,5,Montana,55.571999999999996,906961,13000213.0
2001,6,Montana,60.928000000000004,906961,14008738.0
2001,7,Montana,69.512,906961,19383524.0
2001,8,Montana,70.964,906961,20151134.0
2001,9,Montana,61.24,906961,18860300.0
2001,10,Montana,45.692,906961,19906622.0
2001,11,Montana,38.492,906961,19782121.0
2001,12,Montana,24.296,906961,18832071.0
2002,1,Montana,25.232,911667,14356286.0
2002,2,Montana,28.268,911667,16094295.0
2002,3,Montana,23.375999999999998,911667,19882121.0
2002,4,Montana,40.576,911667,18609483.0
2002,5,Montana,50.7,911667,14927761.0
2002,6,Montana,61.903999999999996,911667,8997803.0
2002,7,Montana,72.49600000000001,911667,11496993.0
2002,8,Montana,64.292,911667,21136795.0
2002,9,Montana,58.608000000000004,911667,16982721.0
2002,10,Montana,39.316,911667,17232116.0
2002,11,Montana,35.34,911667,16812984.0
2002,12,Montana,28.708000000000002,911667,14320005.0
2003,1,Montana,27.48,919630,18717915.0
2003,2,Montana,23.416,919630,18124027.0
2003,3,Montana,32.428000000000004,919630,17957408.0
2003,4,Montana,46.968,919630,11734177.0
2003,5,Montana,52.696000000000005,919630,15530247.0
2003,6,Montana,60.692,919630,16909083.0
2003,7,Montana,73.372,919630,19307794.0
2003,8,Montana,72.904,919630,19501414.0
2003,9,Montana,57.324,919630,19436668.0
2003,10,Montana,49.816,919630,19672435.0
2003,11,Montana,26.516,919630,18059081.0
2003,12,Montana,27.516,919630,19873504.0
2004,1,Montana,19.664,930009,20084769.0
2004,2,Montana,26.564,930009,18800749.0
2004,3,Montana,39.772,930009,21003667.0
2004,4,Montana,46.784,930009,15212031.0
2004,5,Montana,51.316,930009,13540376.0
2004,6,Montana,58.656000000000006,930009,14760549.0
2004,7,Montana,68.63600000000001,930009,18103723.0
2004,8,Montana,64.86,930009,18657794.0
2004,9,Montana,56.928000000000004,930009,18104882.0
2004,10,Montana,46.20399999999999,930009,20445008.0
2004,11,Montana,35.628,930009,20026211.0
2004,12,Montana,29.996,930009,20165533.0
2005,1,Montana,19.636,940102,20162602.0
2005,2,Montana,30.971999999999998,940102,17869827.0
2005,3,Montana,37.14,940102,16802563.0
2005,4,Montana,45.123999999999995,940102,18279602.0
2005,5,Montana,51.368,940102,17543915.0
2005,6,Montana,60.34,940102,17281105.0
2005,7,Montana,70.528,940102,20609244.0
2005,8,Montana,66.436,940102,17987289.0
2005,9,Montana,58.611999999999995,940102,19154415.0
2005,10,Montana,47.071999999999996,940102,18599368.0
2005,11,Montana,35.512,940102,19045997.0
2005,12,Montana,22.156,940102,20264573.0
2006,1,Montana,32.948,952692,18937758.0
2006,2,Montana,25.572,952692,18258311.0
2006,3,Montana,32.948,952692,20345551.0
2006,4,Montana,47.012,952692,17219339.0
2006,5,Montana,54.812,952692,14037510.0
2006,6,Montana,63.763999999999996,952692,12002123.0
2006,7,Montana,73.384,952692,19950936.0
2006,8,Montana,67.86399999999999,952692,22237972.0
2006,9,Montana,56.528,952692,16628288.0
2006,10,Montana,43.228,952692,18037492.0
2006,11,Montana,32.468,952692,20558095.0
2006,12,Montana,27.592,952692,20422664.0
2007,1,Montana,22.855999999999998,964706,20774685.0
2007,2,Montana,24.151999999999997,964706,19254425.0
2007,3,Montana,40.988,964706,19372513.0
2007,4,Montana,42.976000000000006,964706,17135644.0
2007,5,Montana,54.672,964706,14248098.0
2007,6,Montana,63.032,964706,17522254.0
2007,7,Montana,75.104,964706,21145056.0
2007,8,Montana,68.312,964706,19461730.0
2007,9,Montana,57.66,964706,21315020.0
2007,10,Montana,46.832,964706,20022148.0
2007,11,Montana,33.931999999999995,964706,20559526.0
2007,12,Montana,23.552,964706,20747027.0
2001,1,Nebraska,27.456,1719836,22067383.0
2001,2,Nebraska,22.38,1719836,18249376.0
2001,3,Nebraska,35.464,1719836,21923616.0
2001,4,Nebraska,51.11600000000001,1719836,17263279.0
2001,5,Nebraska,60.571999999999996,1719836,17870998.0
2001,6,Nebraska,69.112,1719836,20293486.0
2001,7,Nebraska,77.604,1719836,23374172.0
2001,8,Nebraska,74.464,1719836,23010816.0
2001,9,Nebraska,64.032,1719836,20462552.0
2001,10,Nebraska,51.58,1719836,18873351.0
2001,11,Nebraska,44.248000000000005,1719836,19321716.0
2001,12,Nebraska,30.712,1719836,21037375.0
2002,1,Nebraska,29.796,1728292,20609172.0
2002,2,Nebraska,31.916,1728292,19411325.0
2002,3,Nebraska,30.572,1728292,17023440.0
2002,4,Nebraska,50.251999999999995,1728292,17051523.0
2002,5,Nebraska,56.43600000000001,1728292,18946257.0
2002,6,Nebraska,74.452,1728292,20342795.0
2002,7,Nebraska,78.7,1728292,24262659.0
2002,8,Nebraska,73.624,1728292,21760307.0
2002,9,Nebraska,64.824,1728292,18927844.0
2002,10,Nebraska,44.864,1728292,17196362.0
2002,11,Nebraska,37.504,1728292,19870865.0
2002,12,Nebraska,32.048,1728292,21554527.0
2003,1,Nebraska,28.04,1738643,21946350.0
2003,2,Nebraska,25.195999999999998,1738643,20094971.0
2003,3,Nebraska,39.132,1738643,21710636.0
2003,4,Nebraska,50.48,1738643,16268807.0
2003,5,Nebraska,57.876000000000005,1738643,14080620.0
2003,6,Nebraska,66.116,1738643,20754686.0
2003,7,Nebraska,77.048,1738643,23861027.0
2003,8,Nebraska,75.852,1738643,23497349.0
2003,9,Nebraska,61.26,1738643,20876435.0
2003,10,Nebraska,54.516000000000005,1738643,20904616.0
2003,11,Nebraska,35.02,1738643,20395673.0
2003,12,Nebraska,30.56,1738643,22179861.0
2004,1,Nebraska,24.624000000000002,1749370,22142138.0
2004,2,Nebraska,26.944000000000003,1749370,20177543.0
2004,3,Nebraska,42.996,1749370,18543691.0
2004,4,Nebraska,50.396,1749370,18273388.0
2004,5,Nebraska,59.93600000000001,1749370,14861036.0
2004,6,Nebraska,65.348,1749370,17113518.0
2004,7,Nebraska,71.836,1749370,21641232.0
2004,8,Nebraska,68.688,1749370,22678724.0
2004,9,Nebraska,66.256,1749370,21308537.0
2004,10,Nebraska,52.24,1749370,21807912.0
2004,11,Nebraska,38.496,1749370,21792101.0
2004,12,Nebraska,30.728,1749370,22949807.0
2005,1,Nebraska,24.02,1761497,22347876.0
2005,2,Nebraska,33.788000000000004,1761497,16892230.0
2005,3,Nebraska,39.192,1761497,22669361.0
2005,4,Nebraska,49.20399999999999,1761497,18048993.0
2005,5,Nebraska,57.571999999999996,1761497,16223913.0
2005,6,Nebraska,69.524,1761497,19950053.0
2005,7,Nebraska,75.928,1761497,24423377.0
2005,8,Nebraska,72.592,1761497,23686649.0
2005,9,Nebraska,66.952,1761497,21857184.0
2005,10,Nebraska,51.248000000000005,1761497,21625890.0
2005,11,Nebraska,41.168,1761497,21542835.0
2005,12,Nebraska,24.824,1761497,23463832.0
2006,1,Nebraska,36.548,1772693,21313341.0
2006,2,Nebraska,27.732,1772693,18454898.0
2006,3,Nebraska,36.504,1772693,18175569.0
2006,4,Nebraska,52.56,1772693,15152355.0
2006,5,Nebraska,60.728,1772693,19033272.0
2006,6,Nebraska,71.872,1772693,22103715.0
2006,7,Nebraska,77.66,1772693,25598678.0
2006,8,Nebraska,73.05199999999998,1772693,23674008.0
2006,9,Nebraska,58.78,1772693,22364252.0
2006,10,Nebraska,47.988,1772693,21907790.0
2006,11,Nebraska,37.92,1772693,22309466.0
2006,12,Nebraska,29.956,1772693,22122436.0
2007,1,Nebraska,20.724,1783440,19425315.0
2007,2,Nebraska,23.232,1783440,17457528.0
2007,3,Nebraska,45.156000000000006,1783440,17432788.0
2007,4,Nebraska,46.38399999999999,1783440,16267615.0
2007,5,Nebraska,62.071999999999996,1783440,14841890.0
2007,6,Nebraska,69.172,1783440,20929949.0
2007,7,Nebraska,76.48,1783440,25421441.0
2007,8,Nebraska,75.86,1783440,25661679.0
2007,9,Nebraska,65.044,1783440,21615862.0
2007,10,Nebraska,53.388000000000005,1783440,20658056.0
2007,11,Nebraska,39.592,1783440,20636878.0
2007,12,Nebraska,21.912,1783440,23549227.0
2001,1,Nevada,30.988000000000003,2098399,24472331.0
2001,2,Nevada,34.6,2098399,23980893.0
2001,3,Nevada,45.972,2098399,23697949.0
2001,4,Nevada,49.24,2098399,16363814.0
2001,5,Nevada,64.524,2098399,23317294.0
2001,6,Nevada,69.548,2098399,23912003.0
2001,7,Nevada,73.952,2098399,24112827.0
2001,8,Nevada,75.312,2098399,27053374.0
2001,9,Nevada,68.536,2098399,23067937.0
2001,10,Nevada,56.84,2098399,24047052.0
2001,11,Nevada,42.408,2098399,21549839.0
2001,12,Nevada,32.312,2098399,20636297.0
2002,1,Nevada,33.336,2173791,23346659.0
2002,2,Nevada,35.856,2173791,21300210.0
2002,3,Nevada,40.728,2173791,20255471.0
2002,4,Nevada,52.663999999999994,2173791,14150367.0
2002,5,Nevada,58.872,2173791,19566915.0
2002,6,Nevada,67.988,2173791,22262381.0
2002,7,Nevada,76.016,2173791,24794016.0
2002,8,Nevada,70.27199999999999,2173791,24353905.0
2002,9,Nevada,62.292,2173791,23245592.0
2002,10,Nevada,50.952,2173791,21360231.0
2002,11,Nevada,42.211999999999996,2173791,22042010.0
2002,12,Nevada,34.744,2173791,23380586.0
2003,1,Nevada,40.936,2248850,22080066.0
2003,2,Nevada,35.891999999999996,2248850,18765709.0
2003,3,Nevada,44.943999999999996,2248850,19744057.0
2003,4,Nevada,48.588,2248850,14822127.0
2003,5,Nevada,59.86,2248850,15708990.0
2003,6,Nevada,70.056,2248850,23565456.0
2003,7,Nevada,78.544,2248850,26811219.0
2003,8,Nevada,74.08,2248850,26583561.0
2003,9,Nevada,67.616,2248850,25720468.0
2003,10,Nevada,59.772,2248850,24809000.0
2003,11,Nevada,37.948,2248850,23907760.0
2003,12,Nevada,35.36,2248850,24720988.0
2004,1,Nevada,30.976,2346222,21242434.0
2004,2,Nevada,33.868,2346222,22740445.0
2004,3,Nevada,49.052,2346222,21400012.0
2004,4,Nevada,51.403999999999996,2346222,15168831.0
2004,5,Nevada,57.716,2346222,21557527.0
2004,6,Nevada,68.512,2346222,27177607.0
2004,7,Nevada,73.748,2346222,28882627.0
2004,8,Nevada,71.928,2346222,31807283.0
2004,9,Nevada,63.476000000000006,2346222,28606870.0
2004,10,Nevada,52.312,2346222,26764534.0
2004,11,Nevada,39.664,2346222,27328817.0
2004,12,Nevada,35.22,2346222,26048166.0
2005,1,Nevada,33.48,2432143,26724612.0
2005,2,Nevada,36.388000000000005,2432143,23522270.0
2005,3,Nevada,42.94,2432143,24290822.0
2005,4,Nevada,46.468,2432143,18577006.0
2005,5,Nevada,59.652,2432143,22451068.0
2005,6,Nevada,65.38,2432143,25627146.0
2005,7,Nevada,77.27199999999999,2432143,30909418.0
2005,8,Nevada,73.77600000000001,2432143,31798457.0
2005,9,Nevada,64.128,2432143,28275046.0
2005,10,Nevada,54.608000000000004,2432143,26553048.0
2005,11,Nevada,44.663999999999994,2432143,24506562.0
2005,12,Nevada,35.052,2432143,29279437.0
2006,1,Nevada,36.2,2522658,18457247.0
2006,2,Nevada,36.135999999999996,2522658,17184268.0
2006,3,Nevada,38.104,2522658,17185092.0
2006,4,Nevada,50.692,2522658,14535211.0
2006,5,Nevada,59.343999999999994,2522658,17070471.0
2006,6,Nevada,71.296,2522658,21998949.0
2006,7,Nevada,76.624,2522658,25806321.0
2006,8,Nevada,73.2,2522658,26409337.0
2006,9,Nevada,62.728,2522658,22974465.0
2006,10,Nevada,51.708,2522658,19472257.0
2006,11,Nevada,40.132,2522658,17454404.0
2006,12,Nevada,31.416,2522658,19841671.0
2007,1,Nevada,28.22,2601072,20650089.0
2007,2,Nevada,38.028,2601072,18166177.0
2007,3,Nevada,47.263999999999996,2601072,18885890.0
2007,4,Nevada,52.56399999999999,2601072,15186629.0
2007,5,Nevada,61.763999999999996,2601072,18629531.0
2007,6,Nevada,70.044,2601072,22212269.0
2007,7,Nevada,78.488,2601072,26564965.0
2007,8,Nevada,74.684,2601072,26170286.0
2007,9,Nevada,64.488,2601072,22802887.0
2007,10,Nevada,51.888000000000005,2601072,18730820.0
2007,11,Nevada,43.512,2601072,16310103.0
2007,12,Nevada,31.2,2601072,18721966.0
2001,1,New Hampshire,18.316,1255517,3190088.0
2001,2,New Hampshire,20.772,1255517,2661936.0
2001,3,New Hampshire,26.631999999999998,1255517,2699512.0
2001,4,New Hampshire,41.1,1255517,2755888.0
2001,5,New Hampshire,54.948,1255517,1861764.0
2001,6,New Hampshire,64.8,1255517,3030629.0
2001,7,New Hampshire,65.032,1255517,3235175.0
2001,8,New Hampshire,68.884,1255517,3685552.0
2001,9,New Hampshire,58.964,1255517,3275026.0
2001,10,New Hampshire,48.36,1255517,3814084.0
2001,11,New Hampshire,39.056,1255517,3047827.0
2001,12,New Hampshire,31.168000000000003,1255517,2726112.0
2002,1,New Hampshire,26.372,1269089,3133393.0
2002,2,New Hampshire,24.311999999999998,1269089,2365636.0
2002,3,New Hampshire,30.712,1269089,2774276.0
2002,4,New Hampshire,44.548,1269089,2231682.0
2002,5,New Hampshire,50.756,1269089,2546200.0
2002,6,New Hampshire,61.24,1269089,3230876.0
2002,7,New Hampshire,68.04,1269089,3550168.0
2002,8,New Hampshire,69.44800000000001,1269089,4096042.0
2002,9,New Hampshire,62.18,1269089,3003832.0
2002,10,New Hampshire,44.476000000000006,1269089,3298163.0
2002,11,New Hampshire,33.816,1269089,3387749.0
2002,12,New Hampshire,23.188000000000002,1269089,4757799.0
2003,1,New Hampshire,12.136,1279840,7169121.0
2003,2,New Hampshire,16.396,1279840,5970928.0
2003,3,New Hampshire,28.404,1279840,6196189.0
2003,4,New Hampshire,39.68,1279840,4863883.0
2003,5,New Hampshire,52.843999999999994,1279840,5288853.0
2003,6,New Hampshire,63.356,1279840,5826124.0
2003,7,New Hampshire,68.42,1279840,7648360.0
2003,8,New Hampshire,68.796,1279840,10067064.0
2003,9,New Hampshire,59.592,1279840,7742438.0
2003,10,New Hampshire,45.592,1279840,8516163.0
2003,11,New Hampshire,37.824,1279840,5886297.0
2003,12,New Hampshire,24.596,1279840,7335637.0
2004,1,New Hampshire,10.395999999999999,1290121,8513256.0
2004,2,New Hampshire,20.124000000000002,1290121,8563365.0
2004,3,New Hampshire,32.5,1290121,7541128.0
2004,4,New Hampshire,43.44,1290121,7494762.0
2004,5,New Hampshire,56.18,1290121,5572670.0
2004,6,New Hampshire,61.08,1290121,8018899.0
2004,7,New Hampshire,66.86399999999999,1290121,8209569.0
2004,8,New Hampshire,66.632,1290121,8405761.0
2004,9,New Hampshire,59.596000000000004,1290121,8294462.0
2004,10,New Hampshire,46.98,1290121,4560159.0
2004,11,New Hampshire,36.456,1290121,8701225.0
2004,12,New Hampshire,23.596,1290121,8940825.0
2005,1,New Hampshire,16.412,1298492,9171127.0
2005,2,New Hampshire,22.491999999999997,1298492,8891899.0
2005,3,New Hampshire,26.7,1298492,7213252.0
2005,4,New Hampshire,45.04,1298492,6626297.0
2005,5,New Hampshire,49.52,1298492,6819276.0
2005,6,New Hampshire,66.888,1298492,8310034.0
2005,7,New Hampshire,69.752,1298492,10078737.0
2005,8,New Hampshire,68.516,1298492,10754775.0
2005,9,New Hampshire,62.212,1298492,7547653.0
2005,10,New Hampshire,49.132,1298492,6179096.0
2005,11,New Hampshire,37.284,1298492,7187023.0
2005,12,New Hampshire,23.42,1298492,7478348.0
2006,1,New Hampshire,26.144000000000002,1308389,9270338.0
2006,2,New Hampshire,22.56,1308389,7139461.0
2006,3,New Hampshire,30.272,1308389,8455158.0
2006,4,New Hampshire,45.06399999999999,1308389,4873672.0
2006,5,New Hampshire,54.508,1308389,2911190.0
2006,6,New Hampshire,64.904,1308389,4770146.0
2006,7,New Hampshire,71.416,1308389,6863540.0
2006,8,New Hampshire,65.08,1308389,7988357.0
2006,9,New Hampshire,58.156000000000006,1308389,6875243.0
2006,10,New Hampshire,46.504,1308389,7821521.0
2006,11,New Hampshire,41.56399999999999,1308389,5270015.0
2006,12,New Hampshire,32.132,1308389,7087357.0
2007,1,New Hampshire,21.651999999999997,1312540,7531217.0
2007,2,New Hampshire,14.8,1312540,5665566.0
2007,3,New Hampshire,27.96,1312540,4736973.0
2007,4,New Hampshire,40.008,1312540,5139623.0
2007,5,New Hampshire,54.672,1312540,3947644.0
2007,6,New Hampshire,63.244,1312540,6348627.0
2007,7,New Hampshire,66.132,1312540,8022024.0
2007,8,New Hampshire,66.788,1312540,7919366.0
2007,9,New Hampshire,60.348,1312540,7780146.0
2007,10,New Hampshire,52.54,1312540,6103215.0
2007,11,New Hampshire,34.068000000000005,1312540,5846781.0
2007,12,New Hampshire,21.912,1312540,6430291.0
2001,1,New Jersey,29.704,8492671,20581808.0
2001,2,New Jersey,34.736,8492671,17115594.0
2001,3,New Jersey,38.076,8492671,17458740.0
2001,4,New Jersey,51.483999999999995,8492671,16358864.0
2001,5,New Jersey,61.583999999999996,8492671,18795498.0
2001,6,New Jersey,70.9,8492671,24795103.0
2001,7,New Jersey,71.46,8492671,24521212.0
2001,8,New Jersey,75.532,8492671,32500259.0
2001,9,New Jersey,65.42,8492671,21273394.0
2001,10,New Jersey,55.696000000000005,8492671,22554423.0
2001,11,New Jersey,48.68,8492671,16863922.0
2001,12,New Jersey,41.208,8492671,16038574.0
2002,1,New Jersey,36.66,8552643,19083591.0
2002,2,New Jersey,38.216,8552643,16999303.0
2002,3,New Jersey,42.76,8552643,19822152.0
2002,4,New Jersey,54.036,8552643,18920659.0
2002,5,New Jersey,58.94,8552643,15739900.0
2002,6,New Jersey,70.092,8552643,25665149.0
2002,7,New Jersey,76.116,8552643,33829505.0
2002,8,New Jersey,76.02,8552643,35167419.0
2002,9,New Jersey,67.88,8552643,24502026.0
2002,10,New Jersey,53.688,8552643,19278343.0
2002,11,New Jersey,42.82,8552643,18937671.0
2002,12,New Jersey,32.796,8552643,20293541.0
2003,1,New Jersey,25.82,8601402,22802425.0
2003,2,New Jersey,27.348000000000003,8601402,18942970.0
2003,3,New Jersey,40.72,8601402,20389856.0
2003,4,New Jersey,48.251999999999995,8601402,15206417.0
2003,5,New Jersey,57.04,8601402,14294724.0
2003,6,New Jersey,67.192,8601402,19165588.0
2003,7,New Jersey,74.624,8601402,27212941.0
2003,8,New Jersey,75.128,8601402,28108773.0
2003,9,New Jersey,67.036,8601402,19672029.0
2003,10,New Jersey,52.552,8601402,17466142.0
2003,11,New Jersey,48.16,8601402,16382524.0
2003,12,New Jersey,35.664,8601402,16164418.0
2004,1,New Jersey,24.372,8634561,17887499.0
2004,2,New Jersey,32.528,8634561,14317380.0
2004,3,New Jersey,42.332,8634561,14229881.0
2004,4,New Jersey,51.751999999999995,8634561,15627023.0
2004,5,New Jersey,65.632,8634561,20910259.0
2004,6,New Jersey,69.096,8634561,21161389.0
2004,7,New Jersey,73.07600000000001,8634561,24630227.0
2004,8,New Jersey,72.676,8634561,25417743.0
2004,9,New Jersey,68.16799999999999,8634561,19435769.0
2004,10,New Jersey,54.088,8634561,14510774.0
2004,11,New Jersey,46.768,8634561,16618105.0
2004,12,New Jersey,35.592,8634561,20444625.0
2005,1,New Jersey,30.296,8651974,18021385.0
2005,2,New Jersey,34.308,8651974,14161939.0
2005,3,New Jersey,37.024,8651974,14342619.0
2005,4,New Jersey,52.284,8651974,13309049.0
2005,5,New Jersey,56.748000000000005,8651974,10944542.0
2005,6,New Jersey,72.36,8651974,22886348.0
2005,7,New Jersey,76.41199999999999,8651974,28442512.0
2005,8,New Jersey,77.048,8651974,31993396.0
2005,9,New Jersey,70.56400000000002,8651974,20153906.0
2005,10,New Jersey,56.431999999999995,8651974,15554741.0
2005,11,New Jersey,47.44,8651974,14771099.0
2005,12,New Jersey,32.708,8651974,20253153.0
2006,1,New Jersey,38.448,8661679,16060202.0
2006,2,New Jersey,33.844,8661679,14791920.0
2006,3,New Jersey,41.396,8661679,14686729.0
2006,4,New Jersey,53.2,8661679,13490177.0
2006,5,New Jersey,61.284,8661679,14885047.0
2006,6,New Jersey,70.388,8661679,21118265.0
2006,7,New Jersey,77.04,8661679,30072403.0
2006,8,New Jersey,74.844,8661679,28705527.0
2006,9,New Jersey,64.488,8661679,16735462.0
2006,10,New Jersey,53.66,8661679,14870292.0
2006,11,New Jersey,49.568000000000005,8661679,15050524.0
2006,12,New Jersey,42.0,8661679,16131330.0
2007,1,New Jersey,36.604,8677885,14384767.0
2007,2,New Jersey,26.552,8677885,16377174.0
2007,3,New Jersey,41.004,8677885,16471202.0
2007,4,New Jersey,48.568000000000005,8677885,13767299.0
2007,5,New Jersey,63.028,8677885,15259402.0
2007,6,New Jersey,71.00399999999999,8677885,23375013.0
2007,7,New Jersey,74.032,8677885,28895964.0
2007,8,New Jersey,73.976,8677885,31906350.0
2007,9,New Jersey,68.132,8677885,23271120.0
2007,10,New Jersey,62.06399999999999,8677885,20464206.0
2007,11,New Jersey,43.583999999999996,8677885,18138588.0
2007,12,New Jersey,35.588,8677885,22185756.0
2001,1,New Mexico,33.016,1831690,30995101.0
2001,2,New Mexico,40.348,1831690,28962740.0
2001,3,New Mexico,45.78,1831690,27569856.0
2001,4,New Mexico,55.896,1831690,22709447.0
2001,5,New Mexico,65.26,1831690,33407738.0
2001,6,New Mexico,73.676,1831690,32565065.0
2001,7,New Mexico,77.524,1831690,35386198.0
2001,8,New Mexico,72.788,1831690,31101059.0
2001,9,New Mexico,68.048,1831690,27988376.0
2001,10,New Mexico,57.104,1831690,29296657.0
2001,11,New Mexico,47.123999999999995,1831690,26511722.0
2001,12,New Mexico,34.72,1831690,29766723.0
2002,1,New Mexico,36.26,1855309,24742212.0
2002,2,New Mexico,37.5,1855309,22861977.0
2002,3,New Mexico,43.672,1855309,26593624.0
2002,4,New Mexico,59.228,1855309,27248850.0
2002,5,New Mexico,63.668,1855309,27815781.0
2002,6,New Mexico,76.536,1855309,31675772.0
2002,7,New Mexico,75.972,1855309,31930429.0
2002,8,New Mexico,74.436,1855309,23054109.0
2002,9,New Mexico,67.116,1855309,29306992.0
2002,10,New Mexico,53.872,1855309,28168804.0
2002,11,New Mexico,43.864,1855309,26653745.0
2002,12,New Mexico,33.611999999999995,1855309,26020190.0
2003,1,New Mexico,40.168,1877574,29552929.0
2003,2,New Mexico,38.64,1877574,25769748.0
2003,3,New Mexico,46.48,1877574,27572628.0
2003,4,New Mexico,54.448,1877574,27874968.0
2003,5,New Mexico,65.05199999999999,1877574,31510181.0
2003,6,New Mexico,71.172,1877574,31028268.0
2003,7,New Mexico,78.632,1877574,33952840.0
2003,8,New Mexico,75.896,1877574,35355502.0
2003,9,New Mexico,67.44800000000001,1877574,26318431.0
2003,10,New Mexico,59.528,1877574,26554133.0
2003,11,New Mexico,44.364,1877574,25466180.0
2003,12,New Mexico,35.804,1877574,30208167.0
2004,1,New Mexico,36.076,1903808,28494965.0
2004,2,New Mexico,35.792,1903808,24826305.0
2004,3,New Mexico,52.012,1903808,25168283.0
2004,4,New Mexico,52.772,1903808,23968062.0
2004,5,New Mexico,64.204,1903808,30724056.0
2004,6,New Mexico,71.896,1903808,32139770.0
2004,7,New Mexico,74.104,1903808,33216125.0
2004,8,New Mexico,70.68,1903808,32952933.0
2004,9,New Mexico,65.248,1903808,29873938.0
2004,10,New Mexico,55.368,1903808,29634320.0
2004,11,New Mexico,41.856,1903808,29916425.0
2004,12,New Mexico,35.348,1903808,30568653.0
2005,1,New Mexico,40.44,1932274,29796300.0
2005,2,New Mexico,40.356,1932274,29707302.0
2005,3,New Mexico,44.14,1932274,28156548.0
2005,4,New Mexico,53.123999999999995,1932274,27025807.0
2005,5,New Mexico,62.008,1932274,28722280.0
2005,6,New Mexico,69.58,1932274,32490708.0
2005,7,New Mexico,77.212,1932274,32806525.0
2005,8,New Mexico,72.21600000000001,1932274,34342762.0
2005,9,New Mexico,68.764,1932274,32644336.0
2005,10,New Mexico,56.196000000000005,1932274,33305680.0
2005,11,New Mexico,44.656000000000006,1932274,28858336.0
2005,12,New Mexico,36.62,1932274,29708559.0
2006,1,New Mexico,38.68,1962137,31755883.0
2006,2,New Mexico,41.6,1962137,25099657.0
2006,3,New Mexico,46.076,1962137,29467705.0
2006,4,New Mexico,57.20399999999999,1962137,26665712.0
2006,5,New Mexico,65.664,1962137,31746254.0
2006,6,New Mexico,74.092,1962137,30978572.0
2006,7,New Mexico,76.328,1962137,36090608.0
2006,8,New Mexico,69.712,1962137,37213566.0
2006,9,New Mexico,61.808,1962137,31478732.0
2006,10,New Mexico,54.8,1962137,31807116.0
2006,11,New Mexico,46.168,1962137,29868935.0
2006,12,New Mexico,35.18,1962137,33349992.0
2007,1,New Mexico,31.456,1990070,32967311.0
2007,2,New Mexico,39.36,1990070,26436340.0
2007,3,New Mexico,49.163999999999994,1990070,27347153.0
2007,4,New Mexico,52.748000000000005,1990070,26088374.0
2007,5,New Mexico,61.408,1990070,27140319.0
2007,6,New Mexico,70.596,1990070,28731833.0
2007,7,New Mexico,75.16,1990070,35142498.0
2007,8,New Mexico,74.8,1990070,36155400.0
2007,9,New Mexico,67.556,1990070,32423330.0
2007,10,New Mexico,56.391999999999996,1990070,30909234.0
2007,11,New Mexico,46.54,1990070,29074997.0
2007,12,New Mexico,34.46,1990070,29760329.0
2001,1,New York,24.215999999999998,19082838,62002971.0
2001,2,New York,26.052,19082838,51208633.0
2001,3,New York,28.448,19082838,54462044.0
2001,4,New York,45.588,19082838,47799526.0
2001,5,New York,57.8,19082838,56401816.0
2001,6,New York,65.368,19082838,67879211.0
2001,7,New York,66.41199999999999,19082838,71648221.0
2001,8,New York,70.988,19082838,87352128.0
2001,9,New York,60.264,19082838,59039644.0
2001,10,New York,51.372,19082838,54994576.0
2001,11,New York,44.211999999999996,19082838,44776927.0
2001,12,New York,34.751999999999995,19082838,51621812.0
2002,1,New York,30.324,19137800,48232297.0
2002,2,New York,30.616,19137800,40589164.0
2002,3,New York,34.592,19137800,44615025.0
2002,4,New York,46.931999999999995,19137800,44110888.0
2002,5,New York,52.18,19137800,45218394.0
2002,6,New York,65.524,19137800,58855806.0
2002,7,New York,70.748,19137800,81504023.0
2002,8,New York,70.476,19137800,80996514.0
2002,9,New York,63.983999999999995,19137800,61570864.0
2002,10,New York,47.456,19137800,54794389.0
2002,11,New York,37.2,19137800,49488092.0
2002,12,New York,25.956,19137800,52430481.0
